Incident_ID,Vehicle_Type,Location,City,Obstruction_Type,Emergency_Status,Severity_Level,Reported_Time,Priority_Score,AI_Priority_Level,Recommended_Action,Assigned_QR_ID,Urban_Risk_Score,Governance_Risk_Level,Estimated_Response_Time,Assigned_Authority,Governance_Recommendation
INC0308,Van,Pedestrian Sidewalk,Chennai,Emergency Access Blocked,Yes,Critical,2026-05-23 20:50:55.449148,100,High Priority,Urgent owner notification required,QR0181,120,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0309,Car,Traffic Junction,Bangalore,Commercial Entrance Blocked,No,Medium,2026-05-24 09:00:55.449155,60,Medium Priority,Standard obstruction resolution workflow,QR0194,20,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0310,Auto Rickshaw,Residential Street,Hyderabad,Illegal Parking,No,Low,2026-05-23 11:10:55.449165,25,Low Priority,Low urgency monitoring,QR0196,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0311,Car,Residential Street,Chennai,Pedestrian Path Obstructed,Yes,Critical,2026-05-23 14:43:55.449200,100,High Priority,Urgent owner notification required,QR0267,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0312,Mini Truck,Apartment Gate,Kochi,Emergency Access Blocked,Yes,Critical,2026-05-26 08:57:55.449210,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0280,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0313,Two Wheeler,School Zone,Delhi,Pedestrian Path Obstructed,Yes,Critical,2026-05-27 07:48:55.449223,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0255,120,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0314,Car,Hospital Entrance,Delhi,Illegal Parking,Yes,Critical,2026-05-26 01:11:55.449229,110,High Priority,Urgent owner notification required,QR0043,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0315,Mini Truck,Residential Street,Delhi,Emergency Access Blocked,Yes,Critical,2026-05-25 09:34:55.449233,100,High Priority,Urgent owner notification required,QR0239,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0316,Auto Rickshaw,Commercial Complex,Kochi,Commercial Entrance Blocked,Yes,Critical,2026-05-25 23:22:55.449238,105,High Priority,Urgent owner notification required,QR0210,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0317,Car,Narrow Lane,Bangalore,Roadside Congestion,No,Low,2026-05-25 12:50:55.449243,25,Low Priority,Low urgency monitoring,QR0161,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0318,Mini Truck,School Zone,Kochi,Gate Blockage,Yes,Critical,2026-05-21 08:25:55.449247,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0165,120,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0319,Taxi,Residential Street,Chennai,Pedestrian Path Obstructed,No,Low,2026-05-22 05:55:55.449252,55,Medium Priority,Standard obstruction resolution workflow,QR0205,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0320,Auto Rickshaw,Shop Entrance,Bangalore,Pedestrian Path Obstructed,No,Low,2026-05-21 13:42:55.449257,55,Medium Priority,Standard obstruction resolution workflow,QR0108,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0321,Two Wheeler,Residential Street,Mumbai,Gate Blockage,No,Medium,2026-05-26 07:15:55.449261,40,Low Priority,Low urgency monitoring,QR0297,40,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0322,Two Wheeler,Traffic Junction,Bangalore,Gate Blockage,No,Medium,2026-05-21 18:28:55.449266,60,Medium Priority,Standard obstruction resolution workflow,QR0012,40,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0323,Two Wheeler,School Zone,Chennai,Pedestrian Path Obstructed,Yes,Critical,2026-05-24 01:00:55.449271,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0188,120,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0324,Auto Rickshaw,Emergency Exit,Delhi,Gate Blockage,No,Critical,2026-05-23 21:18:55.449276,80,High Priority,Urgent owner notification required,QR0194,80,High Monitoring Zone,Within 30 Minutes,Disaster Response Control Unit,Continuous monitoring and owner notification required.
INC0325,Car,School Zone,Delhi,Pedestrian Path Obstructed,No,Low,2026-05-25 17:51:55.449280,95,High Priority,Urgent owner notification required,QR0191,55,Moderate Risk Zone,Within 2 Hours,School Safety Traffic Division,Standard obstruction resolution workflow recommended.
INC0326,Taxi,Hospital Entrance,Bangalore,Roadside Congestion,Yes,Critical,2026-05-25 22:11:55.449285,110,High Priority,Urgent owner notification required,QR0081,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0327,Mini Truck,Emergency Exit,Pune,Commercial Entrance Blocked,No,Critical,2026-05-22 07:27:55.449290,80,High Priority,Urgent owner notification required,QR0172,60,Moderate Risk Zone,Within 2 Hours,Disaster Response Control Unit,Standard obstruction resolution workflow recommended.
INC0328,Mini Truck,Narrow Lane,Delhi,Gate Blockage,Yes,Critical,2026-05-25 12:48:55.449295,85,High Priority,Urgent owner notification required,QR0080,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0329,Mini Truck,School Zone,Bangalore,Roadside Congestion,No,Low,2026-05-20 16:48:55.449299,65,Medium Priority,Standard obstruction resolution workflow,QR0233,35,Low Risk Zone,Routine Monitoring,School Safety Traffic Division,Routine monitoring sufficient.
INC0330,Van,Traffic Junction,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-20 22:19:55.449304,105,High Priority,Urgent owner notification required,QR0278,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0331,Mini Truck,Narrow Lane,Mumbai,Gate Blockage,No,Medium,2026-05-22 09:22:55.449309,40,Low Priority,Low urgency monitoring,QR0056,40,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0332,Two Wheeler,Apartment Gate,Chennai,Roadside Congestion,Yes,Critical,2026-05-25 21:58:55.449313,90,High Priority,Urgent owner notification required,QR0030,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0333,Car,Hospital Entrance,Mumbai,Roadside Congestion,Yes,Critical,2026-05-23 10:04:55.449318,110,High Priority,Urgent owner notification required,QR0137,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0334,Taxi,Narrow Lane,Chennai,Pedestrian Path Obstructed,No,Low,2026-05-22 12:43:55.449322,55,Medium Priority,Standard obstruction resolution workflow,QR0132,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0335,Mini Truck,Residential Street,Hyderabad,Pedestrian Path Obstructed,No,Low,2026-05-21 06:50:55.449327,55,Medium Priority,Standard obstruction resolution workflow,QR0205,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0336,Van,Apartment Gate,Pune,Emergency Access Blocked,Yes,Critical,2026-05-25 04:31:55.449331,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0082,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0337,Auto Rickshaw,Apartment Gate,Bangalore,Pedestrian Path Obstructed,No,Low,2026-05-25 08:35:55.449336,75,Medium Priority,Standard obstruction resolution workflow,QR0016,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0338,Mini Truck,Hospital Entrance,Delhi,Pedestrian Path Obstructed,No,Critical,2026-05-25 11:31:55.449341,95,High Priority,Urgent owner notification required,QR0031,80,High Monitoring Zone,Within 30 Minutes,Emergency Medical Access Authority,Continuous monitoring and owner notification required.
INC0339,Auto Rickshaw,Residential Street,Hyderabad,Roadside Congestion,No,Low,2026-05-21 13:53:55.449345,25,Low Priority,Low urgency monitoring,QR0147,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0340,Two Wheeler,Traffic Junction,Bangalore,Emergency Access Blocked,No,Critical,2026-05-24 15:52:55.449350,75,Medium Priority,Standard obstruction resolution workflow,QR0241,55,Moderate Risk Zone,Within 2 Hours,Municipal Traffic Management Authority,Standard obstruction resolution workflow recommended.
INC0341,Two Wheeler,Pedestrian Sidewalk,Bangalore,Pedestrian Path Obstructed,Yes,Critical,2026-05-21 08:14:55.449355,100,High Priority,Urgent owner notification required,QR0213,120,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0342,Two Wheeler,Emergency Exit,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-27 00:48:55.449362,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0069,100,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0343,Car,Narrow Lane,Mumbai,Emergency Access Blocked,Yes,Critical,2026-05-24 19:48:55.449367,100,High Priority,Urgent owner notification required,QR0216,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0344,Van,Emergency Exit,Kochi,Roadside Congestion,No,Critical,2026-05-26 12:13:55.449372,65,Medium Priority,Standard obstruction resolution workflow,QR0029,60,Moderate Risk Zone,Within 2 Hours,Disaster Response Control Unit,Standard obstruction resolution workflow recommended.
INC0345,Van,Emergency Exit,Mumbai,Roadside Congestion,Yes,Critical,2026-05-24 00:13:55.449376,110,High Priority,Urgent owner notification required,QR0117,100,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0346,Mini Truck,Hospital Entrance,Chennai,Gate Blockage,Yes,Critical,2026-05-22 16:15:55.449381,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0188,120,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0347,Two Wheeler,Traffic Junction,Kochi,Illegal Parking,Yes,Critical,2026-05-27 08:21:55.449386,90,High Priority,Urgent owner notification required,QR0258,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0348,Two Wheeler,Emergency Exit,Delhi,Illegal Parking,Yes,Critical,2026-05-26 20:54:55.449390,110,High Priority,Urgent owner notification required,QR0136,100,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0349,Auto Rickshaw,Hospital Entrance,Bangalore,Roadside Congestion,No,Critical,2026-05-21 16:25:55.449395,65,Medium Priority,Standard obstruction resolution workflow,QR0286,60,Moderate Risk Zone,Within 2 Hours,Emergency Medical Access Authority,Standard obstruction resolution workflow recommended.
INC0350,Van,Commercial Complex,Hyderabad,Pedestrian Path Obstructed,Yes,Critical,2026-05-26 09:33:55.449400,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0032,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0351,Mini Truck,Residential Street,Hyderabad,Pedestrian Path Obstructed,No,Low,2026-05-23 03:54:55.449407,55,Medium Priority,Standard obstruction resolution workflow,QR0294,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0352,Two Wheeler,Hospital Entrance,Delhi,Emergency Access Blocked,Yes,Critical,2026-05-22 11:39:55.449412,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0245,120,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0353,Two Wheeler,Apartment Gate,Kochi,Pedestrian Path Obstructed,Yes,Critical,2026-05-23 18:43:55.449417,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0055,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0354,Two Wheeler,Residential Street,Bangalore,Emergency Access Blocked,Yes,Critical,2026-05-21 13:58:55.449421,100,High Priority,Urgent owner notification required,QR0247,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0355,Car,School Zone,Pune,Pedestrian Path Obstructed,Yes,Critical,2026-05-21 06:26:55.449426,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0161,120,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0356,Van,Hospital Entrance,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-25 07:33:55.449430,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0108,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0357,Taxi,Shop Entrance,Bangalore,Gate Blockage,No,Medium,2026-05-27 08:18:55.449435,40,Low Priority,Low urgency monitoring,QR0079,40,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0358,Auto Rickshaw,Emergency Exit,Bangalore,Commercial Entrance Blocked,No,Critical,2026-05-21 10:28:55.449440,80,High Priority,Urgent owner notification required,QR0060,60,Moderate Risk Zone,Within 2 Hours,Disaster Response Control Unit,Standard obstruction resolution workflow recommended.
INC0359,Two Wheeler,School Zone,Pune,Gate Blockage,Yes,Critical,2026-05-21 23:45:55.449444,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0101,120,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0360,Two Wheeler,Traffic Junction,Chennai,Roadside Congestion,No,Low,2026-05-26 03:29:55.449449,45,Low Priority,Low urgency monitoring,QR0188,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0361,Taxi,Residential Street,Chennai,Roadside Congestion,Yes,Critical,2026-05-24 07:59:55.449453,70,Medium Priority,Standard obstruction resolution workflow,QR0019,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0362,Car,Hospital Entrance,Pune,Commercial Entrance Blocked,No,Critical,2026-05-21 18:26:55.449458,80,High Priority,Urgent owner notification required,QR0129,60,Moderate Risk Zone,Within 2 Hours,Emergency Medical Access Authority,Standard obstruction resolution workflow recommended.
INC0363,Van,Emergency Exit,Delhi,Pedestrian Path Obstructed,Yes,Critical,2026-05-27 12:49:55.449462,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0148,120,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0364,Two Wheeler,Commercial Complex,Pune,Emergency Access Blocked,No,Critical,2026-05-24 08:44:55.449467,75,Medium Priority,Standard obstruction resolution workflow,QR0199,55,Moderate Risk Zone,Within 2 Hours,Municipal Traffic Management Authority,Standard obstruction resolution workflow recommended.
INC0365,Taxi,Narrow Lane,Mumbai,Roadside Congestion,No,Low,2026-05-23 21:06:55.449472,25,Low Priority,Low urgency monitoring,QR0292,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0366,Two Wheeler,Narrow Lane,Bangalore,Illegal Parking,Yes,Critical,2026-05-27 02:05:55.449476,70,Medium Priority,Standard obstruction resolution workflow,QR0164,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0367,Van,Narrow Lane,Bangalore,Roadside Congestion,Yes,Critical,2026-05-24 15:54:55.449481,70,Medium Priority,Standard obstruction resolution workflow,QR0078,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0368,Van,School Zone,Chennai,Roadside Congestion,Yes,Critical,2026-05-26 21:49:55.449486,110,High Priority,Urgent owner notification required,QR0270,100,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0369,Two Wheeler,School Zone,Chennai,Gate Blockage,No,Medium,2026-05-21 13:08:55.449491,80,High Priority,Urgent owner notification required,QR0283,65,Moderate Risk Zone,Within 2 Hours,School Safety Traffic Division,Standard obstruction resolution workflow recommended.
INC0370,Two Wheeler,Residential Street,Pune,Pedestrian Path Obstructed,No,Low,2026-05-25 11:35:55.449495,55,Medium Priority,Standard obstruction resolution workflow,QR0212,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0371,Taxi,Residential Street,Kochi,Illegal Parking,No,Low,2026-05-21 16:24:55.449500,25,Low Priority,Low urgency monitoring,QR0011,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0372,Taxi,Emergency Exit,Chennai,Commercial Entrance Blocked,No,Critical,2026-05-22 12:37:55.449505,80,High Priority,Urgent owner notification required,QR0096,60,Moderate Risk Zone,Within 2 Hours,Disaster Response Control Unit,Standard obstruction resolution workflow recommended.
INC0373,Taxi,Pedestrian Sidewalk,Delhi,Illegal Parking,No,Low,2026-05-26 20:43:55.449511,25,Low Priority,Low urgency monitoring,QR0036,35,Low Risk Zone,Routine Monitoring,Urban Pedestrian Safety Authority,Routine monitoring sufficient.
INC0374,Two Wheeler,Pedestrian Sidewalk,Hyderabad,Illegal Parking,Yes,Critical,2026-05-22 03:10:55.449516,70,Medium Priority,Standard obstruction resolution workflow,QR0222,100,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0375,Two Wheeler,Residential Street,Bangalore,Gate Blockage,Yes,Critical,2026-05-25 11:45:55.449521,85,High Priority,Urgent owner notification required,QR0128,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0376,Auto Rickshaw,Shop Entrance,Chennai,Illegal Parking,Yes,Critical,2026-05-23 02:15:55.449526,70,Medium Priority,Standard obstruction resolution workflow,QR0029,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0377,Taxi,Traffic Junction,Hyderabad,Emergency Access Blocked,Yes,Critical,2026-05-27 01:33:55.449530,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0122,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0378,Two Wheeler,Hospital Entrance,Hyderabad,Pedestrian Path Obstructed,Yes,Critical,2026-05-24 09:48:55.449535,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0186,120,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0379,Two Wheeler,Shop Entrance,Mumbai,Commercial Entrance Blocked,No,Medium,2026-05-22 10:32:55.449539,40,Low Priority,Low urgency monitoring,QR0123,20,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0380,Car,School Zone,Hyderabad,Roadside Congestion,No,Low,2026-05-26 17:33:55.449544,65,Medium Priority,Standard obstruction resolution workflow,QR0150,35,Low Risk Zone,Routine Monitoring,School Safety Traffic Division,Routine monitoring sufficient.
INC0381,Van,School Zone,Bangalore,Pedestrian Path Obstructed,No,Low,2026-05-21 21:12:55.449549,95,High Priority,Urgent owner notification required,QR0047,55,Moderate Risk Zone,Within 2 Hours,School Safety Traffic Division,Standard obstruction resolution workflow recommended.
INC0382,Van,Commercial Complex,Mumbai,Emergency Access Blocked,Yes,Critical,2026-05-20 19:43:55.449554,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0026,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0383,Mini Truck,Residential Street,Kochi,Gate Blockage,No,Medium,2026-05-23 18:39:55.449559,40,Low Priority,Low urgency monitoring,QR0077,40,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0384,Mini Truck,School Zone,Kochi,Illegal Parking,No,Low,2026-05-23 06:07:55.449569,65,Medium Priority,Standard obstruction resolution workflow,QR0001,35,Low Risk Zone,Routine Monitoring,School Safety Traffic Division,Routine monitoring sufficient.
INC0385,Auto Rickshaw,Commercial Complex,Mumbai,Roadside Congestion,No,Low,2026-05-25 10:56:55.449574,45,Low Priority,Low urgency monitoring,QR0057,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0386,Taxi,Narrow Lane,Hyderabad,Roadside Congestion,No,Low,2026-05-26 08:08:55.449578,25,Low Priority,Low urgency monitoring,QR0123,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0387,Two Wheeler,School Zone,Mumbai,Roadside Congestion,Yes,Critical,2026-05-24 20:32:55.449583,110,High Priority,Urgent owner notification required,QR0161,100,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0388,Van,Narrow Lane,Mumbai,Emergency Access Blocked,No,Critical,2026-05-25 21:31:55.449588,55,Medium Priority,Standard obstruction resolution workflow,QR0259,55,Moderate Risk Zone,Within 2 Hours,Municipal Traffic Management Authority,Standard obstruction resolution workflow recommended.
INC0389,Van,Residential Street,Hyderabad,Roadside Congestion,No,Low,2026-05-20 21:04:55.449592,25,Low Priority,Low urgency monitoring,QR0277,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0390,Taxi,School Zone,Pune,Emergency Access Blocked,Yes,Critical,2026-05-26 22:35:55.449597,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0299,120,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0391,Mini Truck,Apartment Gate,Bangalore,Commercial Entrance Blocked,No,Medium,2026-05-24 07:04:55.449601,60,Medium Priority,Standard obstruction resolution workflow,QR0159,20,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0392,Van,Pedestrian Sidewalk,Pune,Gate Blockage,Yes,Critical,2026-05-26 13:37:55.449606,85,High Priority,Urgent owner notification required,QR0255,120,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0393,Two Wheeler,Pedestrian Sidewalk,Hyderabad,Pedestrian Path Obstructed,Yes,Critical,2026-05-22 19:38:55.449611,100,High Priority,Urgent owner notification required,QR0205,120,Critical Governance Zone,Immediate Response,Urban Pedestrian Safety Authority,Immediate enforcement and emergency clearance required.
INC0394,Mini Truck,Traffic Junction,Delhi,Illegal Parking,Yes,Critical,2026-05-24 15:21:55.449617,90,High Priority,Urgent owner notification required,QR0020,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0395,Van,Apartment Gate,Kochi,Gate Blockage,Yes,Critical,2026-05-21 20:40:55.449622,105,High Priority,Urgent owner notification required,QR0017,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0396,Auto Rickshaw,Commercial Complex,Kochi,Pedestrian Path Obstructed,Yes,Critical,2026-05-21 02:33:55.449626,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0125,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0397,Car,Pedestrian Sidewalk,Bangalore,Commercial Entrance Blocked,No,Medium,2026-05-25 17:45:55.449631,40,Low Priority,Low urgency monitoring,QR0244,45,Low Risk Zone,Routine Monitoring,Urban Pedestrian Safety Authority,Routine monitoring sufficient.
INC0398,Car,School Zone,Pune,Illegal Parking,Yes,Critical,2026-05-21 18:55:55.449636,110,High Priority,Urgent owner notification required,QR0261,100,Critical Governance Zone,Immediate Response,School Safety Traffic Division,Immediate enforcement and emergency clearance required.
INC0399,Car,Shop Entrance,Chennai,Illegal Parking,Yes,Critical,2026-05-25 05:04:55.449641,70,Medium Priority,Standard obstruction resolution workflow,QR0135,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0400,Mini Truck,Emergency Exit,Pune,Pedestrian Path Obstructed,Yes,Critical,2026-05-21 02:05:55.449645,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0044,120,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0401,Auto Rickshaw,Residential Street,Mumbai,Commercial Entrance Blocked,Yes,Critical,2026-05-25 13:10:55.449650,85,High Priority,Urgent owner notification required,QR0102,75,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0402,Two Wheeler,Shop Entrance,Pune,Illegal Parking,No,Low,2026-05-27 01:25:55.449657,25,Low Priority,Low urgency monitoring,QR0173,10,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0403,Mini Truck,Emergency Exit,Bangalore,Gate Blockage,Yes,Critical,2026-05-22 06:14:55.449662,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0273,120,Critical Governance Zone,Immediate Response,Disaster Response Control Unit,Immediate enforcement and emergency clearance required.
INC0404,Taxi,Hospital Entrance,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-21 01:57:55.449667,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0097,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0405,Auto Rickshaw,School Zone,Chennai,Illegal Parking,No,Low,2026-05-23 17:17:55.449673,65,Medium Priority,Standard obstruction resolution workflow,QR0210,35,Low Risk Zone,Routine Monitoring,School Safety Traffic Division,Routine monitoring sufficient.
INC0406,Two Wheeler,Hospital Entrance,Mumbai,Illegal Parking,Yes,Critical,2026-05-22 14:02:55.449678,110,High Priority,Urgent owner notification required,QR0012,100,Critical Governance Zone,Immediate Response,Emergency Medical Access Authority,Immediate enforcement and emergency clearance required.
INC0407,Van,Apartment Gate,Chennai,Emergency Access Blocked,Yes,Critical,2026-05-24 02:51:55.449683,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0141,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0408,Taxi,Traffic Junction,Delhi,Emergency Access Blocked,Yes,Critical,2026-05-21 06:56:55.449687,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0120,95,High Monitoring Zone,Within 30 Minutes,Municipal Traffic Management Authority,Continuous monitoring and owner notification required.
INC0409,Auto Rickshaw,Narrow Lane,Hyderabad,Pedestrian Path Obstructed,No,Low,2026-05-23 05:47:55.449692,55,Medium Priority,Standard obstruction resolution workflow,QR0274,30,Low Risk Zone,Routine Monitoring,Municipal Traffic Management Authority,Routine monitoring sufficient.
INC0410,Two Wheeler,School Zone,Delhi,Pedestrian Path Obstructed,No,Low,2026-05-26 14:10:55.449696,95,High Priority,Urgent owner notification required,QR0119,55,Moderate Risk Zone,Within 2 Hours,School Safety Traffic Division,Standard obstruction resolution workflow recommended.
